seconds_elapsed,x,y,z
0.0,-0.024365480511116255,-0.0073127161645620735,-0.00396447414465565
0.01,0.03289151258394008,0.006836232689312247,-0.017676671530205707
0.02,0.01013972819173112,-0.0033068402242456747,0.04200418766598772
0.03,0.035777463384478264,-0.017784649748938706,0.0099536989516668
0.04,0.015937715840720453,0.015753624689902466,-0.03137422349288169
0.05,0.02979271903826582,-0.010792748990490824,0.010923290927377278
0.06,-0.004969750508899334,-0.009986176868235407,-0.007974799096425046
0.07,0.014343216159138058,-0.027593031839025697,0.03833566671800306
0.08,0.0541101273901891,-0.015720314831237245,-0.021053932001743488
0.09,-0.024470689232116295,0.013035431917703082,-0.044940590066426554
0.1,0.02352537910128443,-0.03235310317067505,0.0013173835945584273
0.11,0.033958884368238705,-0.0014234738926742164,-0.006960546990994383
0.12,0.008422551554188388,0.014354500465497626,-0.008331714697973546
0.13,0.015304248714337606,-0.007542172142565085,-0.04282478322302562
0.14,0.02559268935426104,0.004795810368099263,0.008536187023948916
0.15,-0.013405903319309362,-0.022335880227658506,0.03346690295685214
0.16,0.008348234562877834,0.026205558043694874,-0.03818098161810835
0.17,-0.01776009871237506,0.022021006722055297,0.023424473748457575
0.18,-0.013824940826428489,0.004709981663666378,-0.011374337135080959
0.19,-0.012631254912231667,-0.03510157719831836,0.04698010544044491
0.2,-0.0029253654538438567,-0.020919246753941287,0.008720158420976816
0.21,0.0029955127696692637,0.019534061238626853,-0.003756887426917075
0.22,0.009260663340372009,0.034262421805574046,0.0221076353177645
0.23,-0.029018173796307112,0.005932308799700028,0.01052056901499446
0.24,0.04053550843681087,0.024946378680713963,-0.011849119519649913
0.25,0.023670579135125238,-0.012155234068430805,0.0142043388657795
0.26,0.014871255387855147,-0.0037877431322180994,-0.010213917406902213
0.27,-0.0073306078321341474,2.2958071266173843e-05,-0.03576975934287218
0.28,-0.0018261333346846161,0.008461935074699986,0.040631843864948135
0.29,0.011223328412665117,-0.030576191808898385,-0.006991662014835955
0.3,0.008428799727905688,0.018813336850765885,-0.01218028001335264
0.31,-0.03442124876153649,0.026450932887335906,0.006774441269099584
0.32,0.015185585285401258,-0.022974702976799263,-0.03119263715707419
0.33,0.059764951768066156,-0.027106793425197055,-0.027071572963978403
0.34,-0.03786579900304193,0.0070112022923523865,-0.009992934001375303
0.35,0.02039355243268184,-0.01308623812224904,-0.010394436131057337
0.36,0.007570039501519141,-0.04741659365195765,0.001437785449722658
0.37,-0.002288304394230799,0.016171670320507262,0.022451154262520583
0.38,0.028140314800446233,0.0031118883380205804,-0.009480539462700725
0.39,-0.02427192626160424,-0.00953293995615685,0.009855969454997306
0.4,0.0033418998555702585,0.04226888585421472,0.012030900018070332
0.41,0.03003909303856529,0.0027780850335931886,-0.02168150763195758
0.42,-0.0040419708966509035,-0.015068601206104022,0.004569114458256024
0.43,-0.008585260660531412,0.002023036242006936,-0.01885334758645925
0.44,0.0023595444479589493,-0.02080138534861784,0.021277974890955672
