seconds_elapsed,x,y,z
0.0,-0.01047973132159622,0.0005926073730426504,0.00949947823141363
0.01,-0.01663036410419303,-0.019205687874670172,-0.004614586684135074
0.02,0.022301882727050613,0.011306701457660186,-0.011792833141262575
0.03,-0.005449654059217921,0.0011131792185154498,-0.017228833210957653
0.04,-0.013068873985414101,-0.02736572841635746,-0.032009443140193085
0.05,0.023230497289275495,0.020753964056004503,0.004040319500310352
0.06,0.015750080263615997,0.0038864577155813917,0.012456334427838518
0.07,-0.05236399697170499,-0.022058157659684025,-0.023966485907298933
0.08,-0.0072372452170958,0.007228046166815188,0.012641329878817373
0.09,0.01592609372301604,0.008661642138628807,-0.013736725083313616
0.1,0.01691863406849451,0.03731461218676112,-0.022982361685869628
0.11,-0.009890814588766554,-0.017205162310701134,-0.05530832039580571
0.12,0.03145657007785627,0.017222522577183663,0.019558409112343772
0.13,-0.015423921569771489,-0.0017751182826140327,0.011800260820587025
0.14,-0.004240338418261751,0.01246564254343149,-0.00886855178684688
0.15,0.0029251136813737266,-0.005112213498106586,-0.010362121283762895
0.16,0.00028280682615593986,-0.0010099282190167045,-0.028726553135308915
0.17,0.0164479068363349,0.010115229652096191,0.007836339946476456
0.18,0.02072491025907811,-0.023682604881073346,-0.0038221972521611646
0.19,-0.00046215476749828166,-0.04197155125470422,0.008342720411922244
0.2,0.028258753022916992,-3.3112775157893596e-06,0.0010725675278529067
0.21,-0.013186274838067827,-0.008735570026457338,-0.03079593647618174
0.22,-0.0037888349639001455,0.0019624211753200196,-0.03378139733804847
0.23,0.03469875060950929,0.013118083380938832,0.005997721041699124
0.24,0.0024258655518027837,-0.0040676865019872565,-0.03642754986409194
0.25,0.021741145892112936,0.024225365650072116,0.003144085932455758
0.26,-0.008057348317439237,-0.0004810154037060057,0.015939969675401115
0.27,-0.004747165066765958,0.0026454829091583187,-0.028109683139487043
0.28,-0.00156375264806408,0.017101899204376582,0.011389658568200596
0.29,0.0039698458243638,0.012231946215385911,-0.0012230077976178662
0.3,-0.006161147751823227,-0.0012919400992105674,0.008733202079537003
0.31,0.000916175397689486,0.003029558943595263,-0.014702456735568387
0.32,0.013918780265474833,-0.014650154151450106,-0.0021715955480870225
0.33,0.024591941787539238,-0.01177080465429546,0.006810508510600915
0.34,0.0027840463845839655,0.0026264531657980085,0.03512822940258437
0.35,0.01353550559633357,0.01692508053075282,0.013171015757288686
0.36,0.01878127802967266,-0.008118876465552592,0.00848112984440898
0.37,-0.020778819740181437,0.01747076574290101,-0.027608782490590345
0.38,-0.030650344665070637,0.03958872791065744,0.005279086477243161
0.39,0.03281550198977916,0.043755511621290814,-0.01510036010946505
0.4,0.026910703143131997,0.001271449080780717,-0.002720843180977431
0.41,0.0018068591085928878,0.02191828668573996,0.004143831769236809
0.42,0.007654625434133109,0.0130571173010843,0.018317642168412276
0.43,-0.018074956469349125,0.01661375848035975,0.010785220724861289
0.44,-0.026854091326131934,0.017683089548104262,0.002686828919754553
0.45,0.006951795720065685,0.01140184507550722,-0.0022369353055752147
0.46,-0.028907136129733123,0.01750878490232456,0.026274490308105997
0.47,0.018834193334048132,0.004813638435508722,-0.01885004203249271
0.48,-0.012876384863888068,-0.004196919560679088,-0.00018247394633081663
0.49,0.006434225098748246,0.006115164306796696,0.02677510620617134
0.5,0.03914524011632669,0.010941507078926951,-0.004829552618098802
0.51,0.0382056839132432,0.0256095177037024,0.01581488124885725
0.52,-0.0047732381336992305,0.008526141345453105,0.017059549499105806
0.53,0.021875838596886986,0.01597985802144216,0.03900062318800746
0.54,-0.019889416875558168,0.029666915944943365,0.02191673900064723
0.55,-0.011034329893770931,-0.017597125697184073,-0.034116741185407036
0.56,0.007985768025242262,-0.004147350808688705,-0.0008840607892270372
0.57,0.028213555698201324,0.011937159183655833,0.0049868648158055895
0.58,-0.010826445687109979,0.0016299106375419618,0.015709555210551857
0.59,0.011377422011292538,-0.019210771008297486,0.0068024594728194054
0.6,0.0026123157193330927,0.020930431143500426,0.03694558112109834
0.61,-0.024567460747624403,-0.00031998471034010026,0.02109969339348364
0.62,-0.0020970125588807872,-0.018969347217149143,-0.024961372588102732
0.63,0.030421738183458374,0.03906174519420068,-0.0140120828883077
0.64,-0.0012758428773900017,-0.02464607823031444,-0.04292032733700486
0.65,0.010555421073512563,0.0007725505911409346,0.03347553248096837
0.66,0.01705818895214894,-0.012414442979802558,-0.004072726396655498
0.67,-0.01411936545354548,0.0032234338148351034,-0.004529319724859021
0.68,0.025064885605594084,0.012323742313394715,-0.03368576223259151
0.69,0.030483483697546585,-0.015372684134798824,-0.010843240421456521
0.7,0.03235627035134895,-0.0010933540529477692,0.006496898639805542
0.71,0.02669023691901966,-0.0016406191395267028,-0.010477458756024982
0.72,-0.008738473841903028,-0.019140172388807095,-0.010389309913942987
0.73,-0.01115830153021876,0.024336523926242498,-0.015075024175005456
0.74,-0.015144564298861653,0.0044033587078666815,0.037344171071229754
0.75,-0.017580598315478,-0.004843026889094466,-0.013914602589870746
0.76,-0.015362483704155522,-0.012420667926310072,-0.03226946301399691
0.77,0.020246520538173877,-0.005780877606562115,-0.013518679900127109
0.78,0.0296194507599125,0.003767211479699757,-0.0102708395049868
0.79,-0.012307538807833026,-0.00835063880898979,-0.00521209189158439
0.8,0.016613305547841715,0.025939755195368286,-0.008370345888083778
0.81,-0.024782581040489148,-0.05010795476203808,-0.02615184247949625
0.82,-0.0060744240487912386,-0.04205781500780471,-0.007661104876877976
0.83,-0.01944000323820005,-0.0042573378303030355,0.004140911547615973
0.84,-0.03206611380999737,-0.03609099228078659,-0.03211977634983394
0.85,0.001462789274086638,-0.0004833920414269078,0.03628858170982873
0.86,0.001930870610424676,-0.012314264966504332,0.030643971500239255
0.87,-0.007769256522121058,0.0125159881021033,-0.04061039229384862
0.88,-0.010093714925914227,0.009176124391953052,-0.011299169909289714
0.89,-0.01933574425684407,0.027103210090248665,0.01660714479851431
0.9,-0.00233232820852384,0.019333920513108924,0.023366846529309628
0.91,-0.011682107803552902,0.02602088597251127,0.032366922815497426
0.92,0.005086289655408496,0.011509333235836703,-0.04132369342884437
0.93,-0.02378512467352866,0.022297575595580047,-0.026380882503606706
0.94,0.004793356235139467,0.010947202902020057,-0.014269718985770216
0.95,0.010453422054572637,-0.01093511571012277,0.007335890660453718
0.96,0.025047847629219355,-0.024158054514209524,-0.025613299527221786
0.97,0.021206018005787922,-0.023354238634931176,0.005047327736340728
0.98,0.004028888237790159,0.01057969578395831,0.005507555705199807
0.99,-0.013418269456911774,-0.04688912919407732,0.010989907673292925
1.0,-0.03633695293062348,0.004423105618083363,-0.029748706195722337
1.01,5.383718282161985e-05,-0.014171941345332553,0.0004803767440801056
1.02,0.028415168625704593,0.01563023620196367,-0.0019768372377006937
1.03,0.03330122216749444,0.004901985873834857,-0.01185053251179707
1.04,-0.05058621674523229,-0.014128968539962244,0.023188656422868607
1.05,-0.014945598157357562,0.0011800800648603443,-0.009147050082298184
1.06,-0.006840775457499893,-0.0446672840403095,0.02631264833019158
1.07,-0.020638139830483543,0.006305151564008911,-0.015130093651889831
1.08,0.0038758343408824476,0.010244426110729931,0.03168257124031768
1.09,0.0009199250898117987,-0.03593255221924031,0.030632535731560502
1.1,-0.01018453714548406,0.018105921687970327,-0.019492353909272914
1.11,-0.0005740998090550054,-0.0014710228136457792,0.004159245633357931
1.12,-0.03167177816642873,0.00438286384132963,0.003765457475415463
1.13,-0.019275145763275034,-0.027525741299073064,-0.022384203957525238
1.14,-0.017765855269436068,0.013063509723622729,0.013501162746569245
1.15,0.018057559897620826,0.012604056229199929,0.009709931274977459
1.16,-0.03238328106855764,0.0006696734749219569,-0.020001545360433696
1.17,-0.004129060857351779,-0.018742546332910396,-0.00022030410233833827
1.18,0.015672888978887984,0.016267369789040212,0.015941021463040855
1.19,-0.000958682148684577,0.025985118142346064,-0.005321056695323508
1.2,0.016336558070654452,0.009052813305619571,-0.01654903588684238
1.21,-0.012922967923382043,0.021116570710325435,0.03135558280859914
1.22,0.00882469633177092,-0.010614264621550329,-0.02184144614273071
1.23,0.018193633633004018,0.004245872045561455,0.00512124111656992
1.24,0.0447523482054452,0.00871905062244151,0.021090358188391358
1.25,0.014676494840217416,0.004134507032402849,0.014418596982415613
1.26,0.028685602408610036,0.057730505712799605,-0.0389374066408069
1.27,0.0003894319490563497,0.009740356727886083,-0.008162536304495543
1.28,0.0021420285894359066,-0.00985412228677479,-0.00413266041603425
1.29,0.031547978495533265,0.018009706451150118,-0.005660028359409442
1.3,0.011858575954684272,-0.020274039173620674,0.011456152041665503
1.31,0.028572059617825652,0.0088907747531344,0.009838266532963021
1.32,0.01441514817526733,0.016975637916560864,0.0016151807830686047
1.33,0.04265608906570925,-0.00824996037655881,0.004372759788724742
1.34,0.0478960612674145,-0.004765728178395068,0.019625941457840145
1.35,-0.01643787703059333,-0.01710646422488897,0.02447534011129016
1.36,0.03746404221031231,0.0043571834628209636,-0.039299032931006186
1.37,0.009001805116317015,-0.011763613627751537,0.04358839870262564
1.38,0.009873552422484846,0.036527769744797316,-0.011916167574086839
1.39,-0.0019511707670764212,0.014797285310235938,0.015245289276632403
1.4,0.014745288557067584,-0.00259935469642127,-0.033650487969308335
1.41,-0.021833823800684268,-0.02644503549006914,-0.010999133476095178
1.42,-0.014125169808962463,0.04267875385012121,-0.026044716455416676
1.43,-0.014858405155571082,0.028051450477614814,0.021599912092242372
1.44,0.00623725103088556,0.011471585859113509,0.01758384313216947
1.45,0.018889527202163813,0.005982172475285006,-0.00028517122212147835
1.46,0.015219910663732562,0.005491096594338635,-0.00383243527307246
1.47,0.007872873136193153,-0.007310561944535663,0.007487340871615103
1.48,-0.011332690320508576,0.039722598571971135,-0.019435844798857807
1.49,-0.03466564445844775,0.006186524810683248,-0.012683059211469562
1.5,1.4645413971977268,-0.3036770034441662,0.24663357963136567
1.51,1.6354440999684792,0.15178579227473044,0.6260437730023884
1.52,1.7778100363154117,0.14017977819349783,0.8572543039085151
1.53,1.3477282810091158,0.515444068840166,0.22669893625220236
1.54,1.472708855748662,0.1886236444053922,0.6146690087647525
1.55,1.3599094694813318,0.4251869351073319,0.3596620434106371
1.56,1.3773345906928478,0.2618833093510159,0.18947641342459587
1.57,1.5461080003000645,0.0643377732228278,0.6934230301039549
1.58,0.9956637138616263,0.16552210565497047,0.6229054875913936
1.59,0.6617210561891624,0.25043892807486173,0.2666631943903388
1.6,0.9720191712893825,0.582246389288703,0.10761364490275803
1.61,0.5589467875045795,0.2827998421455985,0.38735146631004796
1.62,1.1202611646373135,0.510607508641533,0.26658575597341655
1.63,0.58630290941878,0.7126333579202065,-0.09803123245108245
1.64,0.5306027113521303,0.8340185703796065,-0.01196638506455751
1.65,0.5205373639442199,0.7799062240110675,-0.27326628510798756
1.66,0.38803030991341997,0.9201394462288828,-0.4562743757281083
1.67,0.13567385855568442,0.4217215284365603,-0.3239735010709454
1.68,0.08526781004613687,0.5846804892635329,-0.6401946347197434
1.69,0.1905019317623215,0.7681410286291037,-0.521698289729324
1.7,-0.23398209420752245,0.9648684512654969,-0.7382226337414572
1.71,0.09005492616622704,0.8867137306120594,-0.8303751100447871
1.72,-0.351067399148932,0.6577570900980483,-0.8854145845184053
1.73,-1.015656388068455,0.8149467689187859,-0.6965983852897287
1.74,-0.5234767746613992,0.5412556331763715,-0.6001370129688224
1.75,-1.1544851688726114,1.0452770238035627,-0.7672218815845151
1.76,-0.7714216981282476,0.5108340402293596,-0.9987881446105477
1.77,-0.48735303606705954,0.9642415274083009,-0.7118067166138491
1.78,-0.8544989954836906,1.1652063386777864,-0.9404789335422978
1.79,-1.3739966933453518,1.096355075828477,-0.9346619799020446
1.8,-1.374075144712523,0.6103912306411312,-0.7167904299502894
1.81,-1.3072965565529582,0.9907002157510318,-0.45333199420041137
1.82,-1.0239923143172274,0.8867167598900347,-0.40337201709614917
1.83,-1.5668530441696848,0.9202278874416425,-0.3554140260622171
1.84,-1.2313011795842197,1.3017936272389374,-0.05850272411201761
1.85,-1.4611429804813043,1.062048014453796,-0.0399821278220827
1.86,-1.4760092389322998,0.6891582373925526,-0.24711375625554843
1.87,-1.525968442447991,0.7827170157633333,0.13860629130405072
1.88,-1.122169331850236,1.1327284969756122,-0.0060097308122618355
1.89,-1.7996574148525653,1.024028559193416,0.20147192156240873
1.9,-1.6747027560406627,0.7880325346053741,0.3775732666247676
1.91,-1.2384754686798978,0.6534875546597883,0.342606746759525
1.92,-1.172806401049678,0.8805481722714908,0.13983052595899426
1.93,-1.5403641963780832,0.8764065389564609,0.47495802751805954
1.94,-1.3967270952208042,1.137408312676051,0.5531741103800742
1.95,-1.3886965416703196,0.8369666867421441,0.61558172908138
1.96,-1.0021482987895032,1.0629416372316423,0.623321135890007
1.97,-1.1291335504682936,1.122807025597093,0.5230114480483417
1.98,-0.6071065727684466,0.5938073313608964,0.42378749262915316
1.99,-0.6510529214828846,0.7751193836029997,0.8724840173146386
2.0,-0.6431576472655116,1.1714510131946694,0.9021940386101633
2.01,-0.544262672741746,0.7503501051477434,0.8366991391666158
2.02,-0.3856861351730319,0.8100782103310786,0.7453247098872445
2.03,-0.1809149335766393,0.9820532929447492,1.065985711318899
2.04,-0.19661651582929815,0.5859033849447439,0.7831516672553771
2.05,-0.07405782967642831,0.6455935305118962,0.6424249633748144
2.06,0.1800800944488155,0.3754016448223719,0.6685600149030699
2.07,0.14974091591007244,0.7676069555870753,0.4585732245666207
2.08,0.445025012787561,0.5195570207485334,0.5258691687443082
2.09,0.36509771864865176,0.5664579608824241,0.36024629279456327
2.1,0.328061990452285,0.06605806999210005,0.2702645971375111
2.11,0.6583565720009661,0.7210108311896812,0.11366522734680946
2.12,1.04849372327367,0.6259460461365323,-0.1242850551744775
2.13,1.1343291076776583,0.24775086723392076,0.021441448885004044
2.14,0.6232214909721531,0.6386018247989211,-0.00032328993002766343
2.15,1.1034071062262258,-0.11293096295504669,-0.476109789391355
2.16,1.0307769547256656,0.3551033660195278,-0.5151417610822296
2.17,1.0994333036679151,-0.07564880811030902,-0.6929329928760497
2.18,1.2455818909120535,0.793709012995942,-0.4142091231538538
2.19,1.2921936804027276,-0.26433873818102616,-0.664472315755124
2.2,1.2682534614790124,-0.05166146140740346,-0.4972407963932611
2.21,1.3686233741728697,-0.0064817525056252105,-0.8924845706945481
2.22,1.5188425636412675,0.279955218959692,-0.5755195115413062
