seconds_elapsed,x,y,z
0.0,0.10006150766787414,9.785729208639209,0.017940197640444685
0.01,0.1149372768754235,9.724686044968022,0.01957965078751674
0.02,0.08629310723188913,9.751137107475095,-0.021034070339866706
0.03,0.055470408062136295,9.869291958152306,0.10104447164985708
0.04,0.07726646074141388,9.841028934294503,0.01855199806209521
0.05,0.05041767225017688,9.779916592392468,0.08884644614886923
0.06,0.10300718012987194,9.756491381489788,0.04795694619490626
0.07,0.16701076227772668,9.70530964317441,-0.03311374035280333
0.08,0.07538967407243352,9.780317164404952,-0.019109340782894772
0.09,0.06897625500900298,9.798454837370686,0.02180510336786153
0.1,0.12449210250925992,9.795797282108277,0.0030586265919375437
0.11,0.11784435040800305,9.795310403601192,0.002473057087946624
0.12,0.10527071244989493,9.743909518638654,-0.014310247718727518
0.13,0.05347659776458977,9.79668630573172,-0.09042381778704976
0.14,0.09853740887683633,9.798066331023245,-0.011271632171034574
0.15,0.1347651597229144,9.86452810189016,-0.11090607319613799
0.16,0.03278927263574591,9.893336672717618,0.018590978439246855
0.17,0.0771192119479891,9.793150548654111,-0.0363028893713853
0.18,0.0049388630099578,9.761684702441206,-0.03577083630860715
0.19,0.0355231130107512,9.796750893511902,-0.010965189781498942
0.2,0.007913248110413384,9.76961893623728,0.013633617314793204
0.21,0.08824544344626595,9.762878309212688,-0.07160030888679776
0.22,0.03662767592781484,9.797067492403894,-0.08743005947767034
0.23,0.11356321794108508,9.747834778442385,-0.053303293574990675
0.24,0.10783755433121127,9.830305337557752,-0.10208637620993617
0.25,0.09065345276850229,9.794804222540797,-0.04834248049446491
0.26,-0.02583798554102565,9.812500415342999,0.0795441515261483
0.27,0.07306535520766817,9.790852998201467,-0.05282929582485259
0.28,0.0975749527299464,9.76363727763738,0.032570258745009184
0.29,0.10566544930016539,9.752602022012558,-0.06858174041325676
0.3,0.023493211724730317,9.788136199783773,0.014956007628624686
0.31,0.07611233619830347,9.77256198312861,-0.015986690610634097
0.32,0.05107404609716803,9.81169506666048,-0.0029906392767136427
0.33,0.05955813802872004,9.79977841484012,0.02843887971837706
0.34,0.15304493116930395,9.731884662603864,0.08781200626580897
0.35,0.05962326623340518,9.803356064971418,0.009735317491663677
0.36,0.09837391475272397,9.732856979142962,0.006217947569804746
0.37,0.1442194933691587,9.769176118724037,-0.04866838587411574
0.38,0.0708199783628349,9.785282319539109,0.029166982766616646
0.39,0.09441490252079203,9.696236336104436,-0.012303616527263537
0.4,0.10552320716247404,9.804575372393,0.041600352145421494
0.41,0.1031890887127531,9.807549167485718,-0.0021853225242486353
0.42,0.03874720867911533,9.792098790328767,0.08704278519049256
0.43,0.10380701151885041,9.778784136376421,-0.09914582515687331
0.44,0.1679411710870769,9.781319816994595,-0.014829968007753712
0.45,0.022642766093575878,9.751173026569449,0.044074081940062966
0.46,0.14296913440107992,9.78651498151356,-0.017534609854249355
0.47,0.10596770128482907,9.772369409824258,-0.03960865345027304
0.48,0.06792648029463894,9.80458426963437,-0.013294030286979123
0.49,0.20002082731712115,9.739793195522758,-0.06899643738036687
0.5,0.1381129856042356,9.811779495450558,0.005947688584488475
0.51,0.04003555489473884,9.807160944673884,0.1220230920086612
0.52,0.10372581143857318,9.792921858391065,0.0572515749113364
0.53,0.12883447918350927,9.778039758845686,-0.055450455325763474
0.54,0.09056089373246254,9.827616994623506,-0.04366705411641464
0.55,0.1341455133597603,9.716769914660308,-0.020236390451122684
0.56,0.09667413399252922,9.823022666907256,0.05022080638669683
0.57,0.1333623780417164,9.812151873309519,-0.041074350458459384
0.58,0.17192612958280762,9.814168814626731,-0.03451157094737669
0.59,0.06621688744971736,9.819165629621635,0.04423747167574524
0.6,0.11015693051948046,9.767317779670359,0.04323262852375734
